src,dst
João Mendes-Moreira,Luis Moreira-Matias
João M. P. Cardoso,João Mendes-Moreira
João Mendes-Moreira,Luis Paulo Reis
João Mendes-Moreira,Tiago Carvalho
Gunther Eggeler,Martin Franz-Xaver Wagner
Martin Franz-Xaver Wagner,Wolfgang Schmahl
Jafar Khalil-Allafi,Martin Franz-Xaver Wagner
Christos P. Antonopoulos,stavros koubias
Christos P. Antonopoulos,Vangelis Karkaletsis
Christos P. Antonopoulos,Stasinos Konstantopoulos
Ana Cristina Oliveira Alves,Hugo Gonçalo Oliveira
Ana Cristina Oliveira Alves,Bernardete Ribeiro
Ioannis (Yiannis) Kompatsiaris,Kostas Georgiadis
Kostas Georgiadis,Spiros Nikolopoulos
Dimitrios A. Adamos,Kostas Georgiadis
Kostas Georgiadis,Magda Tsolaki
Fotis Kalaganis,Kostas Georgiadis
Kostas Georgiadis,Makrina Viola Kosti
J. Miguel Nóbrega,Manoel Silvino Batalha de Araujo
Manoel Silvino Batalha de Araujo,murilo tome
Antonio Castelo Filho,Manoel Silvino Batalha de Araujo
Ivanovitch Medeiros Dantas da Silva,Luiz Affonso Guedes
Daniel G. Costa,Ivanovitch Medeiros Dantas da Silva
Aku Visuri,Niels van Berkel
Aku Visuri,Simon Klakegg
Aku Visuri,Hanna-Leena Huttunen
Aku Visuri,Yuuki Nishiyama
Aku Visuri,Jonas Oppenlaender
Juan Carlos Fernandez,"Nei Kato(IEEE Fellow, IEICE Fellow)"
Juan Carlos Fernandez,Zubair Md. Fadlullah
Farid Nait-Abdesselam,Soufiene Djahel
John Murphy,Soufiene Djahel
Soufiene Djahel,Yassine Hadjadj-Aoul
Christian Rechberger,Tolga Yalcin
Gregor Leander,Tolga Yalcin
Anne Canteaut,Tolga Yalcin
Lars Ramkilde Knudsen,Tolga Yalcin
Miroslav Knezevic,Tolga Yalcin
Panagiota Chatzipetrou,Tony Gorschek
Claes Wohlin,Panagiota Chatzipetrou
Panagiota Chatzipetrou,Rini van Solingen (@solingen)
Kai Petersen,Panagiota Chatzipetrou
Lazaros Ioannidis,Theodouli Terzidou
Alexis Muller,Anne Etien
Gholamreza Anbarjafari (Shahab),Sergio Escalera
Cagri Ozcinar,Gholamreza Anbarjafari (Shahab)
Egils Avots,Gholamreza Anbarjafari (Shahab)
Arkadev Chattopadhyay,Sagnik Mukhopadhyay
Michal Koucky,Sagnik Mukhopadhyay
Angelo H. ALL,Ashwati Vipin
Ashwati Vipin,Hasan Al-Nashash
Dionisios Pnevmatikatos,Manolis G.H. Katevenis
Manolis G.H. Katevenis,Nikolaos Chrysos
Manolis G.H. Katevenis,Vassilis Papaefstathiou
Georgios Kornaros,Manolis G.H. Katevenis
Jani Boutellier,Teemu Nyländen
Jari Hannuksela,Teemu Nyländen
Janne Janhunen,Teemu Nyländen
John Murphy,Liam Murphy
Adriana Hava,John Murphy
Cedric Teyton,Jean-Rémy Falleri
Cedric Teyton,Floréal Morandat
Pejman Mowlaee,Rahim Saeidi
Alberto Abad,Rahim Saeidi
Jean-Loup Guillaume,Laurent Viennot
Christian Timmerer,Daniel NEGRU
Brahim Bensaou,Farid Nait-Abdesselam
Cesar A. Martin,Eric Hekler
Eric Hekler,Mohammad T. Freigoun
Wojciech Cellary,Zbigniew Paszkiewicz
Alexios I. Ioannidis,Theofilos Papadopoulos
Alexios I. Ioannidis,Zacharias G. Datsios
Anis Elgabli,Hamza Khan
Anis Elgabli,Merouane Debbah
Anis Elgabli,Hamid Shiri
Anil Nagathil,Sebastian Gergen
Anil Nagathil,Timo Gerkmann
Armando Tacchella,Daniel Le Berre
Benoit Recur,Mounaix patrick
Paulo Jorge Pimentel de Oliveira,R J Poole
J. Miguel Nóbrega,Paulo Jorge Pimentel de Oliveira
Paulo Jorge Pimentel de Oliveira,Renato Sousa
Amy Shen,Paulo Jorge Pimentel de Oliveira
Min Chen,Xiaofei Wang
Adlen KSENTINI,Xiaofei Wang
Makrina Viola Kosti,Robert Feldt
Alexander Chatzigeorgiou,Makrina Viola Kosti
Apostolos Ampatzoglou,Makrina Viola Kosti
Angelo H. ALL,Hasan Al-Nashash
Floréal Morandat,Jean-Rémy Falleri
Jean-Rémy Falleri,Martin Monperrus
Jean-Rémy Falleri,Matias Martinez
Jean-Rémy Falleri,Mohamed A. Oumaziz
David Lo,Jean-Rémy Falleri
Gail Murphy,Jean-Rémy Falleri
Timos Sellis,Yannis Theodoridis
Michalis Vazirgiannis,Timos Sellis
Timos Sellis,Yannis Manolopoulos
Alcino Cunha,Nuno Macedo
Alcino Cunha,Joost Visser
Alcino Cunha,Orlando Belo
Alcino Cunha,Jose Proenca
Alcino Cunha,Zhenjiang Hu
Panagiotis D. Diamantoulakis,Stylianos E. Trevlakis
Adrian Galdran,Pedro Costa
Maria Ines Meyer,Pedro Costa
Pedro Costa,Teresa Araújo
Christos Faloutsos,Pedro Costa
David Aparicio,Pedro Paredes
David Aparicio,Miguel E. P. Silva
David Aparicio,Tijana Milenkovic
David Aparicio,Jorge Silva
Srinivas Aluru,Xiao Yang
Florian Sikora,Xiao Yang
Le-Nam Tran,Quang-Doanh Vu
Björn Ottersten,Le-Nam Tran
Le-Nam Tran,Mats Bengtsson
Le-Nam Tran,Michail (Michalis) Matthaiou
Harri Pennanen,Le-Nam Tran
George C. Alexandropoulos,Merouane Debbah
George C. Alexandropoulos,Theodoros Tsiftsis
George C. Alexandropoulos,Michail (Michalis) Matthaiou
Pilar Rodríguez,Teemu Karvonen
Jouni Similä,Pilar Rodríguez
Muhammad Ovais Ahmad,Pilar Rodríguez
Jakob Rogstadius,Maja Vukovic
Jakob Rogstadius,Jorge Goncalves
Hannu Kukka,Jakob Rogstadius
Jakob Rogstadius,Yong liu
Johan Lilius,Mattavelli Marco
Jani Boutellier,Johan Lilius
Allen MacKenzie,Luiz DaSilva
Bjørnar Tessem,Jon Iden
Iordanis Koutsopoulos,Leandros Tassiulas
Adam Jatowt,Ricardo Campos
Adam Jatowt,Gaël Dias
Miguel E. P. Silva,Pedro Paredes
Claudio Geyer,Patricia Kayser Vargas Mangan
Luis F. Teixeira,Samaneh Khoshrou
André Zúquete,Samaneh Khoshrou
Eric Granger,Samaneh Khoshrou
António Ramos,Pedro Talaia
Antonio Completo,Pedro Talaia
Pedro Talaia,Rogerio Nogueira
Hypolito José Kalinowski,Pedro Talaia
João Manuel R. S. Tavares,Pedro Talaia
Lidia Carvalho,Pedro Talaia
Dionysios (Dionisis) Kehagias,Ioannis N. Athanasiadis
Dionysios (Dionisis) Kehagias,Kyriakos Chatzidimitriou
Dionysios (Dionisis) Kehagias,Themistoklis Diamantopoulos
Jingang Shi,Xin Liu 刘鑫
"Su-Jing Wang, 王甦菁",Xin Liu 刘鑫
Doron A. Peled,Saddek Bensalem
Inês Domingues,Ricardo Gamelas Sousa
Luis F. Teixeira,Ricardo Gamelas Sousa
Helder P. Oliveira,Ricardo Gamelas Sousa
Pedro Quelhas,Ricardo Gamelas Sousa
Ana Rebelo,Ricardo Gamelas Sousa
Miguel V. Correia,Ricardo Gamelas Sousa
Bruno Pinaud,Jason Vallet
Jason Vallet,Romain Bourqui
Benjamin Renoust,Jason Vallet
Jason Vallet,Maribel Fernandez
Daniel Archambault,Jason Vallet
Jason Vallet,Oana Andrei
Angeliki Alexiou,Athanasios Lioumpas
Adriana Hava,Dr. Cristian Olariu
Dr. Cristian Olariu,Liam Murphy
Dr. Cristian Olariu,John Murphy
Atte Kinnula,Claes Wohlin
Manuel Carro,Manuel Hermenegildo
Gopal Gupta,Manuel Hermenegildo
Abdellatif Benjelloun Touimi,Prof. Dr. Artur Lugmayr
João Paulo Fernandes,Jácome Cunha
Joost Visser,Jácome Cunha
Jácome Cunha,Orlando Belo
Hadi Sarieddeen,Prof. Mohamed-Slim Alouini
Miao Pan,"Yuguang ""Michael"" Fang"
Miao Pan,Riku Jantti
Haijun Zhang,Miao Pan
Miao Pan,Ming Li
Miao Pan,Victor C. M. Leung
HV Poor,Miao Pan
Cagri Ozcinar,Sergio Escalera
Liam Murphy,Midou Nafaa
Midou Nafaa,Yassine Hadjadj-Aoul
Midou Nafaa,Raouf Boutaba
Adel Ismail Djama,Midou Nafaa
John Murphy,Midou Nafaa
Georgios Kormentzas,Midou Nafaa
Midou Nafaa,"Nei Kato(IEEE Fellow, IEICE Fellow)"
Yael Edan,Yisrael Parmet
Georgios Portokalidis,Vasileios P. Kemerlis
Jani Kotakoski,Krasheninnikov Arkady
Giorgio Buttazzo,Tullio Facchinetti
Paulo Pedreiras,Tullio Facchinetti
Dimitris I. Chatzigiannis,Emmanouil Bakirtzis
Emmanouil Bakirtzis,Stylianos Vagropoulos
Emmanouil Bakirtzis,Konstantinos Oureilidis
Emmanouil Bakirtzis,Ozan ERDİNÇ
Emmanouil Bakirtzis,Nikolaos Paterakis
Chenyang Zhao,Tom Schanz
Prasanth Mangalagiri,Vijaykrishnan Narayanan
Chaitali Chakrabarti,Prasanth Mangalagiri
Mahmut Kandemir,Prasanth Mangalagiri
Lanping Deng,Prasanth Mangalagiri
Ana Ferreira,Ricardo João Cruz-Correia
Cátia Santos-Pereira,Ricardo João Cruz-Correia
Stefanos Kollias,Yannis Avrithis
Hervé Jégou,Yannis Avrithis
Iria Estévez-Ayres,Pablo Basanta Val
Iria Estévez-Ayres,Marisol García Valls
Ioannis Sarafis,Vasileios Papapanagiotou
Ioannis Sarafis,Theodora Tsikrika
Evangelia Charmandari,Ioannis Sarafis
Ioannis Sarafis,Konstantinos Kyritsis
Alexandros Papadopoulos,Ioannis Sarafis
Ioannis Sarafis,"Nicos Maglaveras, FEAMBES"
Robert Feldt,Tony Gorschek
Huber Flores,Pan Hui
Huber Flores,Petteri Nurmi
Huber Flores,Yong Li
Eemil Lagerspetz,Huber Flores
Huber Flores,Xiang Su
Huber Flores,Rajkumar Buyya
Huber Flores,Jorge Goncalves
Huber Flores,Simon Klakegg
Huber Flores,Niels van Berkel
Kenta Umebayashi,Miguel López-Benítez
Carlos Pomalaza-Raez,Kenta Umebayashi
Fengyu Cong,Tapani Ristaniemi
Mikko Perttunen,Tapani Ristaniemi
Jussi Collin,Tapani Ristaniemi
Douglas Stebila,Mark Manulis
David Gesbert,Marios Kountouris
David Gesbert,Prof. Mohamed-Slim Alouini
David Gesbert,Laura Cottatellucci
Ahmed Makradi,Salim Belouettar
Björn Ottersten,Eduard Jorswieck
Eduard Jorswieck,Volker Jungnickel
Eduard Jorswieck,Merouane Debbah
Iván Sánchez Milara,Marta Cortés
Ekaterina Gilman,Marta Cortés
Antti Ylä-Jääski,Matti Siekkinen
Matti Siekkinen,Pan Hui
Eemil Lagerspetz,Matti Siekkinen
Matti Siekkinen,Petteri Nurmi
Christian Glacet,nicolas hanusse
Andrzej Pelc,Christian Glacet
"Oleksii Onyshko (Олексій Онишко, Алексей Онышко)","Олександр Гачкевич (Oleksandr Hachkevych, Aleksandr Gachkevich)"
Niki Pandria,Panagiotis Bamidis
Lazaros Ioannidis,Niki Pandria
Georgios Spanos,Ignatios Deligiannis
Andre Bourdoux,Rafael Berkvens
Carlos H. M. de Lima,Rafael Berkvens
Barend van Liempd,Rafael Berkvens
Sudarshan Guruacharya,Tachporn Sanguanpuak
Ekram Hossain,Tachporn Sanguanpuak
Attaphongse Taparugssanagorn,Tachporn Sanguanpuak
Tachporn Sanguanpuak,Yusheng Ji
Alexios Lekidis,Saddek Bensalem
Juha Ylioinas,Xiaopeng HONG (洪晓鹏)
Juha Ylioinas,Jukka Holappa
Andreas Podelski,"Pantelis M. Papadopoulos, Ph.D"
Samad Ali,Walid Saad
George Kostopoulos,Vahe Poghosyan
George Kostopoulos,Nikolaos S. Voros
Christos P. Antonopoulos,George Kostopoulos
Christian Bettstetter,Udo Schilcher
Nelly Leligou,Theofanis Orphanoudakis
Nelly Leligou,Theodore Zahariadis
Nelly Leligou,Panagiotis A. Karkazis
Georgios Kornaros,Nelly Leligou
Mandic Vladimir (Mandić Vladimir),Nebojša Taušan
Gordon Blair,Paul Grace
Martin Monperrus,Matias Martinez
Jean-Marc Jezequel,Martin Monperrus
Martin Monperrus,Romain Rouvoy
Martin Monperrus,Tegawendé F. Bissyandé
Daniel Le Berre,Martin Monperrus
Jakub Czajkowski,Janne Lauri
Jakub Czajkowski,ghassan jabbour
Antti Ilmari Koponen,Jakub Czajkowski
Jakub Czajkowski,Wei Cao
Jakub Czajkowski,Marko Huttula
Ana Viana,Margarida Carvalho
Ana Viana,Mauricio G. C. Resende
Ana Viana,Paola Festa
Paweł W. Woźniak,Shengdong Zhao
Jukka 'Jups' Heikkilä,Marikka Heikkila
Jukka 'Jups' Heikkilä,Yong liu
Eduardo Silva,Mário Marques
Eduardo Silva,Rui Campos
Eduardo Silva,Luís Oliveira
Jerome Thevenot,"Jämsä, Timo"
Florian Speelman,Michal Koucky
Florian Speelman,Richard Cleve
Florian Speelman,Joshua Brody
Anthony Busson,Veronique Veque
Chiara Petrioli,Roberto Petroccia
Mauro Conti,Roberto Petroccia
Bruno Mateus Ferreira,Roberto Petroccia
Aníbal CC Matos,Roberto Petroccia
Geoffrey Hollinger,Siddhartha Srinivasa
Mate Boban,Tiago T. V. Vinhoza
Paulo F. Oliveira,Tiago T. V. Vinhoza
Luisa Lima,Tiago T. V. Vinhoza
Rui A. Costa,Tiago T. V. Vinhoza
Muriel Medard,Tiago T. V. Vinhoza
Daniel E. Lucani,Tiago T. V. Vinhoza
Fausto Vieira,Tiago T. V. Vinhoza
Pedro Ferreira,Tiago T. V. Vinhoza
Peter Habermehl,Saddek Bensalem
Bertrand Laratte,Guido Sonnemann
Felipe Pait,Rodrigo Alvite Romano
Cristina Perfecto,Walid Saad
Cristina Perfecto,Xianfu Chen
Chen-Feng Liu,Cristina Perfecto
Anis Elgabli,Cristina Perfecto
Christos Diou,Konstantinos Kyritsis
Alexandros Papadopoulos,Konstantinos Kyritsis
Konstantinos Kyritsis,Vasileios S. Charisis
Konstantinos Kyritsis,Stelios Hadjidimitriou
Giorgos Papadimitropoulos,Maria Vasilopoulou
Giorgos Papadimitropoulos,Panagiotis Argitis
Dimitra G. Georgiadou,Giorgos Papadimitropoulos
Giorgos Papadimitropoulos,KENNOU STELLA
Giorgos Papadimitropoulos,Leonidas Palilis
Giorgos Papadimitropoulos,Nikolaos A. Stathopoulos
Mikkel Thorup,Stephen Alstrup
Serge Abiteboul,Stephen Alstrup
Emmanouil S. Rigas,George Koutitas
Efstratios Kontopoulos,Emmanouil S. Rigas
Emmanouil S. Rigas,Georgios Meditskos
Ihor Korolov,Mohammed Shihab
Alexander Wollny,Mohammed Shihab
Dimitra Christidou,Sofia Papavlasopoulou
Angelina Zherebtsova,"Evgeny Zherebtsov, PhD"
Alexander Doronin,"Evgeny Zherebtsov, PhD"
"Evgeny Zherebtsov, PhD",Mikhail Kirillin
Dimitrios Katsaros,Yannis Manolopoulos
Panagiotis Symeonidis,Yannis Manolopoulos
Yannis Manolopoulos,Yannis Theodoridis
Eleftherios N. Tiakas,Yannis Manolopoulos
Christos Faloutsos,Yannis Manolopoulos
Kostas Tsichlas,Yannis Manolopoulos
Diana Pamela Moya Osorio,Mohammad Shehab
Nikolaos Avouris,Nikolaos Tselios
Eleftherios Papachristos,Nikolaos Avouris
Fotis Kalaganis,Ioannis (Yiannis) Kompatsiaris
Fotis Kalaganis,Spiros Nikolopoulos
Dimitrios A. Adamos,Fotis Kalaganis
Athanasios Salifoglou,Olga Tsave
"Nicos Maglaveras, FEAMBES",Olga Tsave
Ioanna Chouvarda,Olga Tsave
Olga Tsave,Stathis B Mavridopoulos
D. Bikiaris,George Z Papageorgiou
Luisa Lima,Riccardo Leonardi
Ebroul Izquierdo,Riccardo Leonardi
Guillermo Rodriguez-Navas,Julian Proenza
Julian Proenza,Paulo Pedreiras
Julian Proenza,Thomas Nolte
Gustavo Fraidenraich,José Cândido Silveira Santos Filho
Gustavo Fraidenraich,Richard Demo Souza
George Koutitas,Leandros Tassiulas
George Koutitas,Thanos G. Stavropoulos
George Koutitas,Iordanis Koutsopoulos
George Koutitas,Sarvapali D. (Gopal) Ramchurn
Andreas Podelski,Javier Esparza
"Su-Jing Wang, 王甦菁",Wen-Jing Yan
"Su-Jing Wang, 王甦菁",Xiaobai Li
Guenther Ruhe,Vahid Garousi
Guenther Ruhe,Thomas Zimmermann
Casper Lassenius,Guenther Ruhe
Adrian Galdran,Maria Ines Meyer
Adrian Galdran,Teresa Araújo
Dimitrios Gunopulos,George Valkanas
D. Magos,Yiannis Mourtos
Gautam Appa,Yiannis Mourtos
Bernardete Ribeiro,Mario Antunes
Constantino Álvarez Casado,Jukka Holappa
Hakan Erdogmus,"Sedef Akinli Kocak, PhD"
Manos Schinas,Symeon Papadopoulos
Ioannis (Yiannis) Kompatsiaris,Manos Schinas
Jacek Chmielewski,Krzysztof Walczak
Jacek Chmielewski,Wojciech Cellary
Dariusz Rumiński,Jacek Chmielewski
Jacek Chmielewski,Wojciech Wiza
Frantisek Stepanek,Peter R Wills
Lars Thiele,Volker Jungnickel
Afif Osseiran,Lars Thiele
Jose F. Monserrat,Lars Thiele
Lars Thiele,Tommy Svensson
Apostolos Ampatzoglou,Ignatios Deligiannis
Erik Hagersten,Seznec Andre
Antonio Orlando,Carsten Carstensen
Carsten Carstensen,Jörg Schröder
Jorge Freire de Sousa,Luis Moreira-Matias
Jianhui Wang,Luis Moreira-Matias
Audun Botterud,Luis Moreira-Matias
Hugo Conceição,Luis Moreira-Matias
Ian Brown,Jon Crowcroft
Ian Brown,Pan Hui
Ioannis Psaroudakis,Yannis Soupionis
Anakreontas Mentis,Ioannis Psaroudakis
Dimitris A. Gritzalis,Ioannis Psaroudakis
Ingolf Becker,Kat Krol
Gianluca Stringhini,Ingolf Becker
Hypolito José Kalinowski,Jean Carlos Cardozo da Silva
Jean Carlos Cardozo da Silva,Lidia Carvalho
Jean Carlos Cardozo da Silva,Marco Jose da Silva
Jean Carlos Cardozo da Silva,Paulo André
Arto Lanamäki,Mikko Rajanen
Barbro Back,Mikko Rajanen
Christos Faloutsos,Miguel Araujo
Eugenio Oliveira,Miguel Araujo
Dr. Benedikt Welp,Sven Thomas
Alex Shoykhetbrod,Dr. Benedikt Welp
Dominic A. Funke,Dr. Benedikt Welp
Dr. Benedikt Welp,Simon Kueppers
Costas Lambrinoudakis,Georgios Kambourakis
Dimitrios Papamartzivanos,Georgios Kambourakis
Georgios Kambourakis,Zisis Tsiatsikas
Astero Provata,Nikos E Kouvaris
Wen-Jing Yan,Xiaobai Li
Dimitris A. Gritzalis,Stylianos (Stelios) Basagiannis
Stylianos (Stelios) Basagiannis,Yannis Soupionis
Scott  A. Smolka,Stylianos (Stelios) Basagiannis
Stylianos (Stelios) Basagiannis,Tushar Deshpande
Dimitra I. Kaklamani,Hristos T. Anastassiu
Hristos T. Anastassiu,Panagiotis Papakanellos
George Fikioris,Hristos T. Anastassiu
Hristos T. Anastassiu,Nikolaos Uzunoglu
Thanasis Hadzilacos,Yael Edan
Thanasis Hadzilacos,Yisrael Parmet
Hypolito José Kalinowski,"Orlando Frazão, PhD"
Jonas Oppenlaender,Niels van Berkel
Andy Alorwu,Jonas Oppenlaender
Jonas Oppenlaender,Maja Vukovic
Jonas Oppenlaender,Paula Alavesa
Mauricio G. C. Resende,Paola Festa
Mauricio G. C. Resende,Mikkel Thorup
Daniel Strüber,Julia Rubin
Daniel Strüber,Patrizio Pelliccione
Martin F. Schiffner,Martin P Mienkina
Gunther Eggeler,Jafar Khalil-Allafi
Jafar Khalil-Allafi,Wolfgang Schmahl
Inês C. Moreira,Inês Domingues
Inês C. Moreira,Ricardo João Cruz-Correia
Houssam Nassif,Inês C. Moreira
"Elizabeth Burnside M.D., MPH, M.S.",Inês C. Moreira
Anastasios Karakostas,Dr. George Palaigeorgiou
Theofilos Papadopoulos,Zacharias G. Datsios
Andreas I. Chrysochos,Zacharias G. Datsios
Chrit Moonen,Sébastien Roujol
Athanasios Lentzas,Christoforos Nalmpantis
Stasinos Konstantopoulos,Vangelis Karkaletsis
Diana Goehringer,Stasinos Konstantopoulos
Athanassios M. Kintsakis,Fotis Psomopoulos
Jani Boutellier,Shuvra S. Bhattacharyya
Amanullah Ghazi,Jani Boutellier
Jani Boutellier,Jari Hannuksela
Jani Boutellier,Mikko Valkama
Jani Boutellier,Mattavelli Marco
Jani Boutellier,Joseph R. Cavallaro
Jani Boutellier,Marius Tico
Jani Boutellier,Mickaël Raulet
Jani Boutellier,Janne Janhunen
Fengyu Cong,Mikko Perttunen
Fengyu Cong,Jussi Collin
Mohammad Obaid,Paweł W. Woźniak
Paweł W. Woźniak,Przemysław Kucharski
Florian Alt,Paweł W. Woźniak
Amanullah Ghazi,Shuvra S. Bhattacharyya
Amanullah Ghazi,Shahriar Shahabuddin
Amanullah Ghazi,Janne Janhunen
Amanullah Ghazi,Joseph R. Cavallaro
Amanullah Ghazi,Jari Hannuksela
Eleftherios N. Tiakas,George Valkanas
George Valkanas,Yannis Manolopoulos
Kyriakos Chatzidimitriou,Michail Papamichail
Kyriakos Chatzidimitriou,Themistoklis Diamantopoulos
Anthony Chrysopoulos,Kyriakos Chatzidimitriou
Ioannis N. Athanasiadis,Kyriakos Chatzidimitriou
Ioannis Partalas,Kyriakos Chatzidimitriou
Danko D. Georgiev,Zhengya Gong
Bruce Donald,Pei Zhou
Bruce Donald,Lydia E. Kavraki
Bruce Donald,Chittaranjan Tripathy
António J. S. Teixeira,Inês Domingues
Inês Domingues,Ricardo João Cruz-Correia
Kari Liukkunen,Muhammad Ovais Ahmad
Jouni Similä,Muhammad Ovais Ahmad
Matthieu Bloch,Steven W. McLaughlin
Matthieu Bloch,Miguel Rodrigues
Matthieu Bloch,Willie Harrison
Orlando Belo,Ronnie Alves
Joel Ribeiro,Ronnie Alves
Mara Nikolaidou,Ourania Hatzi (aka Ourania Chatzi Morosan)
Aphrodite Tsalgatidou,Mara Nikolaidou
Björn Ottersten,Harri Pennanen
Harri Pennanen,Tommy Svensson
Harri Pennanen,Mats Bengtsson
Harri Pennanen,Lars Thiele
Emil Björnson,Harri Pennanen
Krasheninnikov Arkady,Risto Nieminen
Krasheninnikov Arkady,Torbjörn Björkman
Karim HASSAN,Sergey I. Bozhevolnyi
Karim HASSAN,Sotirios Papaioannou
Karim HASSAN,Konstantinos Vyrsokinos
Dimitrios Apostolopoulos,Karim HASSAN
Karim HASSAN,Tolga Tekin
Giannis Giannoulis,Karim HASSAN
António Casimiro,Paulo Esteves-Verissimo
António Casimiro,Eduardo Tovar
Krzysztof Czarnecki,Zhenjiang Hu
Dimitra G. Georgiadou,Maria Vasilopoulou
Dimitra G. Georgiadou,Panagiotis Argitis
Dimitra G. Georgiadou,Leonidas Palilis
Dimitra G. Georgiadou,Dimitris Davazoglou
Dimitra G. Georgiadou,KENNOU STELLA
Dimitra G. Georgiadou,Nikolaos A. Stathopoulos
Dimitra G. Georgiadou,L. Sygellou
Agis Iliadis,Dimitra G. Georgiadou
Juraj Somorovsky,Tibor Jager
Christian Mainka,Juraj Somorovsky
Juraj Somorovsky,Meiko Jensen
Juraj Somorovsky,Nils Gruschka
Juraj Somorovsky,Mario Heiderich
Erik Tews,Juraj Somorovsky
Ciprian Corneanu,Sergio Escalera
Ciprian Corneanu,Gholamreza Anbarjafari (Shahab)
Thomas Ersepke,Tim Kranemann
Panos Pardalos,Rainer E. Burkard
Jean-Daniel Fekete,Jörn Kohlhammer
Daniel Keim,Jean-Daniel Fekete
Bertrand Putigny,Brice Goglin
Andreas Dirk Wieck,Arne Ludwig
Anind K. Dey,Sang Won (Grace) Bae
Sang Won (Grace) Bae,Tammy Chung
Brian Suffoletto,Sang Won (Grace) Bae
Carissa Low,Sang Won (Grace) Bae
Sang Won (Grace) Bae,Yuuki Nishiyama
Claudio Geyer,Rômulo Silva de Oliveira
Paola Diomede,Savino Longo
Savino Longo,Timo Gans
Margarit Gjoka,Niarchos D
Panagiotis Sarigiannidis,Thomas Lagkas
Malamati Louta,Panagiotis Sarigiannidis
Anastasios A. Economides,Panagiotis Sarigiannidis
Panagiotis Sarigiannidis,Theodoros Zygiridis
Grzegorz Rozenberg,Joost Engelfriet
Jorma Lilleberg,Joseph R. Cavallaro
Jorma Lilleberg,Kaveh Pahlavan
Chris Vagionas,George Kalfas
Chris Vagionas,George T. Kanellos
Chris Vagionas,Theoni Alexoudi
Chris Vagionas,Stelios Pitris
Chris Vagionas,Sotirios Papaioannou
Chris Vagionas,Konstantinos Vyrsokinos
Chris Vagionas,Miltiadis Moralis-Pegios
Chris Vagionas,Dimitris Tsiokos
Chris Vagionas,George Dabos
Arian Pasquali,Ricardo Campos
Adam Jatowt,Arian Pasquali
Dennis A Roberson,Marko Höyhtyä
Juha Kalliovaara,Marko Höyhtyä
Allen MacKenzie,Marko Höyhtyä
Anas Chaaban,Soheil Gherekhloo
José Bacelar Almeida,Simão Melo de Sousa
João Paulo Fernandes,Simão Melo de Sousa
Benny Åkesson,Simão Melo de Sousa
Ioannis Iliopoulos,Vasilis J. Promponas
Miguel Andrade,Vasilis J. Promponas
Sophia Tsoka,Vasilis J. Promponas
Chris Sander,Vasilis J. Promponas
Anton Enright,Vasilis J. Promponas
Ivan Flechais,Jens Riegelsberger
Anne Adams,Jens Riegelsberger
Francisco Martins,Vasco T. Vasconcelos
Francisco Martins,Hervé Paulino
Alexey Popov,Valery Tuchin
Matti Kinnunen,Valery Tuchin
Maciej S. Wróbel,Valery Tuchin
Dimitra Kampitaki,Zaharias Zaharis
Sotirios K. Goudos,Zaharias Zaharis
John Sahalos,Zaharias Zaharis
Prof. Theodoros D. Tsiboukis,Theodoros Theodoulidis
Theodoros Theodoulidis,Theodoros Zygiridis
Ignatios Deligiannis,Panagiotis Sfetsos
Apostolos Ampatzoglou,Panagiotis Sfetsos
Alexander Chatzigeorgiou,Panagiotis Sfetsos
Julia Dominiak,Paweł W. Woźniak
Julia Dominiak,Mikołaj Woźniak
Julia Dominiak,Lars Lischke
Alexandros Pitilakis,Dimitrios Chatzidimitriou
Dimitrios Chatzidimitriou,Thomas Christopoulos
Dimitrios Chatzidimitriou,Odysseas Tsilipakos
Ioannis Mademlis,Paraskevi Nousi
Alexandros Iosifidis,Ioannis Mademlis
Efstratios Kakaletsis,Ioannis Mademlis
Fotis Kalaganis,Ioannis Mademlis
Stefanos Zafeiriou,Yannis Panagakis
Gonzalo Arce,Yannis Panagakis
Ezio Bartocci,Scott  A. Smolka
Gesualdo Scutari,Luis G. Ordóñez
Bogdan Warinschi,Olivier Pereira
Bogdan Warinschi,Dario Catalano
Arto Lanamäki,Marko Jurmu
Arto Lanamäki,Sari Laari-Salmela
Nicholas Vretos,Vassilios Solachidis
Nicholas Vretos,Stylianos (Stelios) Asteriadis
Nelly Leligou,Nicholas Vretos
Nicholas Vretos,Panagiotis A. Karkazis
Nicholas Vretos,Panagiotis Trakadas
Daniel E. Lucani,P. B. Sujit
P. B. Sujit,Ricardo Martins
Malamati Louta,Thomas Lagkas
Malamati Louta,"Mohammad S. Obaidat, Fellow of IEEE & SCS, Past President of SCS, Dean of CCI and Professor"
Alexander Doronin,Angelina Zherebtsova
Felipe Pait,Teresa Paula Azevedo Perdicoulis
Nikolaos Tselios,Panagiota Altanopoulou
Eleftherios Papachristos,Nikolaos Tselios
Nikolaos Tselios,Vassilis Kostakos
Jorge Goncalves,Nikolaos Tselios
Michael Mitzenmacher,Muriel Medard
Devavrat Shah,Michael Mitzenmacher
Peter Hartmann,Zoltan Donko
Ihor Korolov,Peter Hartmann
Edmund Schuengel,Peter Hartmann
David Gesbert,Placido Mursia
Laura Cottatellucci,Placido Mursia
Mari Kobayashi,Placido Mursia
Florian Alt,Jorge C. S. Cardoso
