scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
dNq5mN4AAAAJ,Richard Cleve,M,"Institute for Quantum Computing, University of Waterloo",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dNq5mN4AAAAJ&citpid=2,64,47,41,27,16390,5619,99
vg4zgFwAAAAJ,Quanfa Zhang,M,WBG/CAS,,182,151,55,42,9837,6143,402
f2wd1-UAAAAJ,Ignacio Delgado-Martinez,M,"Neurosurgery. Hospital del Mar/IMIM & Nerve Regeneration Group. UAB (Barcelona, Spain)",,13,12,13,12,688,498,41
effzbRYAAAAJ,Ioannis N. Athanasiadis,M,Wageningen University and Research,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=effzbRYAAAAJ&citpid=2,64,38,30,21,2980,1397,215
QGrO3D0AAAAJ,Alexandre Benoit,M,LISTIC - Université Savoie Mont Blanc,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QGrO3D0AAAAJ&citpid=2,28,12,19,11,1539,701,95
Prinw8sAAAAJ,Frédéric Puel,M,PSMS EA 7507,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Prinw8sAAAAJ&citpid=2,1,1,4,3,96,72,42
KpXUwVAAAAAJ,Heikki Karvonen,M,"Dr. Tech, University of Oulu, Centre for Wireless Communications",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KpXUwVAAAAAJ&citpid=1,17,14,14,11,632,329,47
-12mxFIAAAAJ,Afif Osseiran,M,Ericsson,,43,21,24,16,4413,2983,118
uwG76ncAAAAJ,Andy Twigg,M,Oxford University,,20,5,15,6,1568,221,45
Q5qzD7EAAAAJ,David Clausi,M,"Associate Dean - Research, Faculty of Engineering; Professor, Systems Design Engineering",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Q5qzD7EAAAAJ&citpid=3,131,88,45,34,9006,4303,319
_q7ATEYAAAAJ,PARIS MASTOROCOSTAS,M,"Professor, Dept. of Informatics & Computer Engineering, University of West Attica, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_q7ATEYAAAAJ&citpid=2,21,8,14,9,1136,298,70
EwGu0kwAAAAJ,luc Brun,M,"Professeur d'informatique, ENSICAEN",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=EwGu0kwAAAAJ&citpid=2,66,25,27,17,2673,1024,250
xzA1_24AAAAJ,Falk Schellenberg,M,"Max Planck Institute for Security and Privacy, Bochum",,11,10,11,10,366,328,23
FRhd2PkAAAAJ,Sofia Lopes,F,"CFIS, Systec, Universidade do Minho",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FRhd2PkAAAAJ&citpid=1,6,3,7,6,169,109,53
jG0N8EoAAAAJ,Jan Trieschmann,M,BTU Cottbus - Senftenberg,,16,13,13,11,440,372,92
b0vWahYAAAAJ,Wen Gao（高文）,M,"Professor of Computer Science, Peking University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b0vWahYAAAAJ&citpid=4,772,384,99,64,46697,19904,1949
yo11MnYAAAAJ,Audun Botterud,M,Argonne National Laboratory and Massachusetts Institute of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yo11MnYAAAAJ&citpid=2,103,82,46,36,6584,4179,226
P7blCdgAAAAJ,Alberto Rabbachin,M,"European Commission, DG CONNECT",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P7blCdgAAAAJ&citpid=2,38,16,22,13,2586,717,76
B3C4aY8AAAAJ,V Basili,M,Professor Emeritus University of Maryland,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=B3C4aY8AAAAJ&citpid=2,279,111,87,39,44907,8878,714
4iB725QAAAAJ,Alfonso Valencia,M,ICREA Professor. Barcelona Supercomputing Center.,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4iB725QAAAAJ&citpid=2,383,259,118,68,71530,31607,777
65ueykUAAAAJ,Elina Genina,F,Saratov State University,,108,68,37,27,7337,4228,426
SFFjNEQAAAAJ,selam waktola,M,The Netherlands Cancer Institute,,0,0,2,2,17,16,13
7e0JBDEAAAAJ,Antonio Teixeira,M,"Professor, DETI, IT, universidade aveiro, portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7e0JBDEAAAAJ&citpid=6,110,53,27,20,4231,2094,635
0wr0u_YAAAAJ,Bengi Aygun,F,Worcester Polytechnic Institute,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0wr0u_YAAAAJ&citpid=6,4,4,6,6,198,152,18
YDgkwJwAAAAJ,Mario Dantas,M,"Full Professor of Computer Science, Federal University of Juiz de Fora  (UFJF)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YDgkwJwAAAAJ&citpid=2,36,14,16,11,1436,630,381
nbzgxR0AAAAJ,Jianzhong Wu,M,"Professor of Multi-Vector Energy Systems, Cardiff University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nbzgxR0AAAAJ&citpid=2,135,124,52,51,9119,8290,259
3RFD76kAAAAJ,Harilaos Koumaras,M,Computer Scientist,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3RFD76kAAAAJ&citpid=11,41,23,20,14,1225,719,123
RoJiAvIAAAAJ,Polychronis Xekalakis,M,Nvidia,,16,12,15,11,620,354,50
8BUZITkAAAAJ,Pawel Pralat,M,"Professor of Mathematics, Ryerson University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8BUZITkAAAAJ&citpid=5,73,37,25,19,2114,1183,223
QgNJFukAAAAJ,Athanasios Salifoglou,M,"Department of Chemical Engineering, Aristotle University of Thessaloniki",,89,52,37,21,5387,2076,248
qbioN9kAAAAJ,Andreas Herrmann,M,DWI - Leibniz-Insitute for Interactive Materials / RWTH Aachen University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qbioN9kAAAAJ&citpid=2,141,117,59,38,10353,4328,194
KEOnvtMAAAAJ,Pirjo Lindfors,F,"Lindfors Pirjo, University Lecturer, University of Tampere",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KEOnvtMAAAAJ&citpid=2,32,25,18,16,1393,933,107
Cb9BDJkAAAAJ,Ahmed Elmagarmid,M,"Executive Director, Qatar Computing Research Institute",,182,86,67,35,23557,7331,422
C9yoJ3oAAAAJ,ALEXIA GIANNOULA,F,"Research fellow, medical institute of the hospital del mar",,11,3,11,5,378,126,34
deSb82cAAAAJ,Seppo J. Laukka,M,"Adjuct professor, University of Oulu, Learning Research Laboratory (LearnLab)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=deSb82cAAAAJ&citpid=4,18,13,14,12,690,295,59
B7N812UAAAAJ,Bojan Cukic,M,"Professor and Associate Dean, College of Computing, University of North Carolina at Charlotte",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=B7N812UAAAAJ&citpid=2,114,56,38,25,8297,3189,342
s-NolTEAAAAJ,Marco Jose da Silva,M,UTFPR,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=s-NolTEAAAAJ&citpid=2,41,32,23,16,1839,1070,170
Tf0JlLQAAAAJ,Jason P. Bell,M,University of Waterloo,,61,33,23,17,1758,1058,230
uS5QyboAAAAJ,Branka Vucetic,F,The University of Sydney,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uS5QyboAAAAJ&citpid=1,268,155,61,41,18434,7193,741
ZAZFfwwAAAAJ,Jie Chen,M,"Peking University, Shenzhen Graduate School",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZAZFfwwAAAAJ&citpid=1,43,30,25,18,4288,3003,97
p5_UvrgAAAAJ,Alexandros G. Rigas,M,Καθηγητής Βιοϊατρικών και Στοχαστικών Σημάτων,,24,6,14,8,700,228,91
TH2dFUUAAAAJ,Sven Schäge,M,Ruhr-Universität Bochum,,14,13,13,11,657,429,33
spLEkSYAAAAJ,Elif Bilge Kavun,F,"Assistant Professor, Secure Intelligent Systems Research Group, University of Passau",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=spLEkSYAAAAJ&citpid=1,12,7,11,8,1258,886,31
guvvdjEAAAAJ,Diego Carvalho,M,CEFET/RJ - Federal Centre for Engineering Studies and Technological Education,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=guvvdjEAAAAJ&citpid=2,11,7,10,7,1226,375,59
s86JS7oAAAAJ,Oana Andrei,F,"School of Computing Science, University of Glasgow",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=s86JS7oAAAAJ&citpid=6,15,5,13,6,468,122,44
lCplCgkAAAAJ,Kalliopi Kravari,F,AUTH,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lCplCgkAAAAJ&citpid=1,7,3,9,6,561,430,36
4R7_wW8AAAAJ,Chris Sander,M,"Dana-Farber Cancer Institute, Harvard Medical School, Broad Institute, Memorial Sloan Kettering",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4R7_wW8AAAAJ&citpid=2,427,317,190,131,226278,117819,643
5HH0t7EAAAAJ,Thomas Lagkas,M,"Assistant Professor, Department of Computer Science, International Hellenic University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5HH0t7EAAAAJ&citpid=4,23,17,14,12,694,559,104
VvD5STUAAAAJ,Amaresh Chakrabarti,M,Professor Indian Institute Science Bangalore India,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VvD5STUAAAAJ&citpid=2,106,57,36,23,7607,3709,432
m5GJMJsAAAAJ,Ole-Christian Lingjærde,M,"Dept of Computer Science, University of Oslo",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m5GJMJsAAAAJ&citpid=2,80,70,41,31,8965,4887,175
J8SjNpsAAAAJ,Dimitrios G. Triantafyllidis,M,"ATEI, Alexander TEI of Thessaloniki, Aristotle university of Thessaloniki,",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=J8SjNpsAAAAJ&citpid=2,5,1,5,3,124,30,12
mkkUeX4AAAAJ,Vitor Mangaravite,M,PhD Student at Universidade Federal de Minas Gerais,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mkkUeX4AAAAJ&citpid=3,5,4,6,6,192,187,18
RsQ_ai4AAAAJ,Dimitrios Katsaros,M,"Associate Professor, University of Thessaly",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RsQ_ai4AAAAJ&citpid=3,68,42,31,22,5545,2136,138
qbyWFw8AAAAJ,Amir Ben-Amram,M,Unknown affiliation,,33,11,19,11,1550,477,66
i4eHZS4AAAAJ,DAVID DE FRUTOS ESCRIG,M,Univ.Complutense de Madrid (Spain),,40,8,18,8,1238,296,146
tWJ9D5wAAAAJ,Alberto Lopez Toledo,M,Freshly,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tWJ9D5wAAAAJ&citpid=2,30,15,21,12,1505,452,60
x9yKq58AAAAJ,Ana Patrícia Rocha,F,University of Aveiro,,6,6,7,7,204,189,15
cWGEU94AAAAJ,Helmut Seidl,M,"Professor für Informatik, TU München",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cWGEU94AAAAJ&citpid=2,102,32,40,17,5193,1076,251
LlV9DowAAAAJ,Panayotis Kevrekidis,M,"Professor, Dept. of Mathematics & Statistics, UMass, Amherst",,450,278,74,49,23855,10221,982
rQHJ67UAAAAJ,Casper Lassenius,M,"Associate Professor, Aalto University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rQHJ67UAAAAJ&citpid=3,88,69,42,33,5624,3611,186
L-Thb9MAAAAJ,Airi Salminen,F,"Professor Emerita, Department of Computer Science and Information Systems, University of",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L-Thb9MAAAAJ&citpid=2,36,6,20,8,1462,273,137
3nwDANgAAAAJ,Gregory Gay,M,Chalmers | University of Gothenburg,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3nwDANgAAAAJ&citpid=3,18,14,15,12,1103,598,79
WUlyX_UAAAAJ,"Andrey Dunaev, PhD",M,Leading Research Fellow of Orel State University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WUlyX_UAAAAJ&citpid=2,35,33,18,17,1032,918,157
Mbc7Ya4AAAAJ,MARIA RANGOUSSI,F,"Department of Electrical and Electronics Engineering, University of West Attica, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mbc7Ya4AAAAJ&citpid=2,28,17,16,12,1685,696,113
DK7TEvkAAAAJ,Peter Steenkiste,M,"Professor of CS and ECE, Carnegie Mellon University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DK7TEvkAAAAJ&citpid=2,175,75,65,31,17639,3618,329
vmHFZM0AAAAJ,Ran Raz,M,Princeton University,,83,66,52,33,9107,3100,119
UjaVbhgAAAAJ,Nikos Karousos,M,Hellenic Open University & Technological Educational Institute of Western Greece,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UjaVbhgAAAAJ&citpid=1,10,6,10,8,337,169,59
HesESrIAAAAJ,Dimitrios Zografopoulos,M,Consiglio Nazionale delle Ricerche - Istituto per la Microelettronica e Microsistemi (CNR-IMM),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HesESrIAAAAJ&citpid=2,51,44,26,19,1769,1298,132
xvo0RJcAAAAJ,Dietmar Pfahl,M,"University of Tartu, Estonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xvo0RJcAAAAJ&citpid=5,84,45,33,21,4510,1980,203
ZlAibs0AAAAJ,Mandic Vladimir (Mandić Vladimir),M,"Assistant professor,  University of Novi Sad",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZlAibs0AAAAJ&citpid=4,4,2,6,5,137,66,33
4poo9AIAAAAJ,Andrzej Glowacz,M,"Assistant Professor, AGH University of Science and Technology",,53,39,30,28,2429,2051,127
naI9FS0AAAAJ,Eugen Borcoci,M,University POLITEHNICA of Bucharest,,19,10,13,10,750,286,219
xf8rdosAAAAJ,Pedro Silva,M,University of Porto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xf8rdosAAAAJ&citpid=3,1,0,3,2,30,12,8
6ULLb44AAAAJ,Tiago Oliveira,M,"HASLab, INESC TEC, FCUP",,4,4,5,5,139,137,7
1M4VR6MAAAAJ,Romeo Beccherelli,M,Consiglio Nazionale delle Ricerche - Istituto per la Microelettronica e Microsistemi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1M4VR6MAAAAJ&citpid=2,61,46,27,20,2205,1332,224
rdNuyPQAAAAJ,Vinh Phan,M,Nokia Bell Labs,,113,87,36,29,4489,3188,315
48OsUTUAAAAJ,Tommi Heikkinen,M,"PhD student in Computer Science, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=48OsUTUAAAAJ&citpid=2,11,6,11,8,626,259,22
uLxFfGkAAAAJ,Gareth McKinley,M,"Professor of Mechanical Engineering, MIT",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uLxFfGkAAAAJ&citpid=3,324,274,97,69,37433,18976,775
gQ7tT_0AAAAJ,Carlos Miguel Correia da Costa,M,Centre for Robotics in Industry and Intelligent Systems (CRIIS) from INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gQ7tT_0AAAAJ&citpid=2,3,3,6,5,119,111,21
kRNkMcAAAAAJ,Janne P. Aikio,M,Post-doctoral research scientist,,8,5,8,7,356,187,84
OYpWCuwAAAAJ,Alfredo Martins,M,Prof. ISEP Instiuto Superior de Engenharia do Porto - IPP / Senior Researcher INESC TEC,,37,25,19,15,1305,711,146
pbYi2igAAAAJ,Diana Goehringer,F,"Professor for Adaptive Dynamic Systems, TU Dresden",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pbYi2igAAAAJ&citpid=3,47,29,21,14,1386,843,202
ELAje0cAAAAJ,Pedro Tiago Gomes,M,"University of Porto, Portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ELAje0cAAAAJ&citpid=2,7,5,8,6,327,192,60
Ug2-M5wAAAAJ,Adel Ismail Djama,M,Business Program Manager at Microsoft,,3,0,5,2,121,12,20
WMvGvsEAAAAJ,Mohammed S. Elbamby,M,Nokia Bell Labs,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WMvGvsEAAAAJ&citpid=13,11,10,10,10,756,721,19
YLsrQCYAAAAJ,Janis Voigtländer,M,"Associate Professor Formal Methods in Computer Science, University of Duisburg-Essen",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YLsrQCYAAAAJ&citpid=2,23,7,16,8,842,221,72
JHSN4bYAAAAJ,Ahmed Alenany,M,"Faculty of Engineering, Zagazig University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JHSN4bYAAAAJ&citpid=2,6,5,6,6,116,81,15
FoSg60EAAAAJ,André Zúquete,M,"DETI, IEETA, Univ. of Aveiro",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FoSg60EAAAAJ&citpid=2,33,18,18,14,1446,620,129
LibUSzoAAAAJ,Michael Gehm,M,"Professor of Electrical and Computer Engineering, Duke University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LibUSzoAAAAJ&citpid=4,72,50,32,21,7146,2455,233
eKfKXqIAAAAJ,Glauber Brante,M,Prof. at the Federal University of Technology - Paraná (UTFPR),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eKfKXqIAAAAJ&citpid=2,30,25,17,14,973,710,118
nnZ1g9YAAAAJ,Harun Cetinkaya,M,"Research Scientist, Fraunhofer-FHR",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nnZ1g9YAAAAJ&citpid=1,7,3,7,7,242,163,39
aPB--KUAAAAJ,Steffen Mueller,M,Codagenix Inc,,174,112,60,39,14576,7518,591
hHnMMMkAAAAJ,Takayuki Nishio,M,"School of Engineering, Tokyo Tech",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hHnMMMkAAAAJ&citpid=3,21,19,13,12,1086,1002,399
USwu_AgAAAAJ,Christos Diou,M,"Department of Informatics and Telematics, Harokopio University of Athens",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=USwu_AgAAAAJ&citpid=8,23,17,13,11,592,464,87
HBVvNYQAAAAJ,João Barroso,M,INESC TEC and Universidade de Trás-os-Montes e Alto Douro,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HBVvNYQAAAAJ&citpid=2,46,30,21,17,1919,1122,266
5OLKHQMAAAAJ,Constantinos B. Papadias,M,"Exec. Director, Research, Technology & Innovation, The American College of Greece, IEEE Fellow",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5OLKHQMAAAAJ&citpid=2,117,55,45,25,9892,2142,301
dwmfR3oAAAAJ,mike davies,M,"Professor of Signal and Image Processing, University of Edinburgh",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dwmfR3oAAAAJ&citpid=3,190,106,62,43,19595,9487,637
OVYpRRsAAAAJ,Cláudio Rebelo de Sá,M,Data Scientist at Deeper Insights,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OVYpRRsAAAAJ&citpid=4,7,7,8,8,220,190,30
YI-b-40AAAAJ,Lazaros Ioannidis,M,Open Knowledge Greece,,5,2,6,5,115,70,24
dq_41vkAAAAJ,Виктор МоисеевичТверье (Victor M. Tverier),M,Пермский национальный исследовательский университет,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dq_41vkAAAAJ&citpid=2,26,10,14,10,669,338,119
IivcI9QAAAAJ,pereira-leal j,M,Ophiomics - Precision Medicine,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IivcI9QAAAAJ&citpid=2,48,42,34,27,7872,2952,106
54sj0uEAAAAJ,George Stergiopoulos,M,"Assistant Professor, Inf. and Comm. Systems Engineering, University of the Aegean",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=54sj0uEAAAAJ&citpid=5,17,14,12,12,595,486,69
o4qymo4AAAAJ,Hanna Suominen,F,"Associate Director (Engagement & Impact), Associate Professor (Tenured), ANU School of Computing",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o4qymo4AAAAJ&citpid=3,45,28,23,19,2035,1452,161
I2IHy-QAAAAJ,A BERNARD,M,Ecole Centrale de Nantes - LS2N UMR CNRS 6004,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I2IHy-QAAAAJ&citpid=3,135,88,38,29,7779,5230,463
qmBF6xMAAAAJ,Dirk Wübben,M,"Senior Research Group Leader, University of Bremen",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qmBF6xMAAAAJ&citpid=2,57,29,26,20,5182,2081,155
xHrh3k4AAAAJ,Inka Manek-Hönninger,F,"Professor, University of Bordeaux",,33,19,21,15,2194,845,112
5VFXzwMAAAAJ,Paulo Pedreiras,M,"Department of Electronics, Telecommunications and Informatics, University of Aveiro, Portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5VFXzwMAAAAJ&citpid=2,60,25,26,15,2974,778,168
P2lfsHEAAAAJ,Casandra Grundstrom,F,NTNU,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P2lfsHEAAAAJ&citpid=1,1,1,4,4,46,43,19
Mmp8gPMAAAAJ,Aníbal CC Matos,M,FEUP and INESC TEC,,68,41,23,16,2059,1208,186
ACcAdXgAAAAJ,John Hershey,M,"Google  (formerly MERL, IBM, MSR, UCSD)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ACcAdXgAAAAJ&citpid=1,107,81,47,40,9758,7540,207
lpqJrucAAAAJ,José Antonio Cortés Arrabal,M,University of Málaga,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lpqJrucAAAAJ&citpid=2,26,17,18,13,1703,682,75
S9fLtG4AAAAJ,Kai Noponen,M,"Research Scientist, Center for Machine Vision and Signal Processing, University of Oulu",,9,6,9,7,220,143,46
8B4xjdYAAAAJ,Ursula Keller,F,"Professor of Physics, ETH Zurich, Swiss Federal Institute of Technology",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8B4xjdYAAAAJ&citpid=2,518,293,111,59,48055,15410,1731
